distance_to_cell_km,rsrp_dbm,rssi_dbm,rsrq_db,sinr_db,interference_dbm,network_load_pct,connected_users,handovers_last_hr,signal_quality_score,signal_quality_label
1.149,-108.7,-88.92,-19.5,-10.0,-95.35,59.31,58.0,6,18.79,Poor
0.294,-95.82,-78.37,-16.3,8.09,-107.01,18.77,31.0,2,43.57,Fair
0.44,-94.79,-76.12,-18.81,6.48,-106.35,18.13,29.0,0,37.17,Fair
0.798,-105.1,-92.16,-13.08,-10.0,-96.48,33.22,53.0,3,35.28,Fair
0.201,-90.74,-70.75,-19.5,-7.9,-91.61,71.01,62.0,2,19.99,Poor
0.253,-98.51,-81.7,-18.38,,-95.23,48.1,37.0,8,27.65,Poor
0.237,-89.61,-74.03,-14.66,-3.02,-87.88,64.98,58.0,5,30.82,Poor
0.211,-96.61,-74.67,-19.5,4.62,-106.93,22.11,35.0,2,41.94,Fair
1.169,-109.09,-90.27,-18.41,-7.64,-108.87,17.89,32.0,0,21.47,Poor
0.795,-97.14,-81.14,-15.09,0.36,-102.85,12.07,31.0,2,43.99,Fair
0.052,-73.75,-57.57,-17.43,17.4,-94.8,75.81,57.0,1,49.12,Fair
0.051,-76.9,-57.81,-19.5,22.15,-102.76,40.4,55.0,0,49.35,Fair
0.251,-90.93,-72.07,-17.97,9.93,-106.24,8.71,18.0,1,48.82,Fair
0.047,-79.7,-61.61,-17.44,17.48,-104.38,29.96,40.0,0,52.96,Fair
0.434,-99.87,-85.48,-14.46,-10.0,-95.7,53.81,53.0,0,29.48,Poor
0.07,-82.45,-67.62,-15.12,10.53,-98.14,41.37,30.0,2,59.34,Good
0.333,-100.52,-84.76,-16.09,-5.92,-97.66,71.9,67.0,1,30.62,Poor
0.02,-69.43,-52.02,-16.72,15.8,-90.1,59.31,38.0,2,50.89,Fair
0.171,-88.53,-70.65,-15.06,3.41,-97.26,23.17,40.0,3,44.47,Fair
0.509,-101.88,-84.36,-18.36,-4.58,-101.45,35.52,44.0,2,26.49,Poor
0.298,-87.23,-69.57,-15.57,13.81,-102.64,19.75,31.0,0,56.6,Good
1.723,-106.3,-82.66,-19.5,-10.0,-90.05,50.23,43.0,5,22.99,Poor
0.933,-100.64,-80.09,-19.5,-5.19,-102.53,26.03,27.0,2,23.11,Poor
0.2,-92.02,-70.46,-19.5,0.9,-101.91,48.05,55.0,0,40.36,Fair
0.021,-70.83,-51.44,-17.41,22.99,-97.41,46.44,55.0,1,60.92,Good
0.841,-99.99,-81.78,-19.5,3.55,-106.64,24.8,46.0,2,31.6,Poor
1.09,-104.14,-84.91,-19.5,-10.0,-88.98,85.66,71.0,4,12.67,Poor
0.773,-95.37,-76.69,-19.05,-10.0,-89.15,68.45,61.0,2,18.07,Poor
0.062,-80.75,-60.32,-19.5,7.8,-92.71,53.49,41.0,2,42.03,Fair
2.778,-114.9,-99.82,-14.72,-10.0,-102.27,47.23,35.0,5,27.37,Poor
0.135,-84.11,-63.94,-19.5,11.89,-104.97,13.25,25.0,2,54.12,Fair
0.58,-104.34,-85.84,-18.85,-7.29,-98.6,48.85,50.0,3,27.51,Poor
1.074,-100.93,-88.35,-13.88,4.9,-109.68,12.13,29.0,0,46.71,Fair
0.121,-90.93,-72.67,-18.79,6.33,-99.93,37.04,47.0,1,45.64,Fair
1.075,-102.08,-88.0,-12.4,-9.36,-97.2,44.61,45.0,3,30.34,Poor
0.167,-91.08,-74.69,-15.43,10.5,-103.28,11.54,24.0,2,57.65,Good
1.686,-106.64,-89.11,-16.7,-10.0,-91.56,67.21,45.0,3,28.06,Poor
0.149,-83.87,-70.39,-15.41,12.8,-100.73,39.61,44.0,1,53.6,Fair
1.38,-106.19,-88.35,-17.74,-3.76,-108.82,6.69,19.0,4,24.7,Poor
0.025,-77.02,-58.81,-18.92,4.24,-90.18,62.16,47.0,0,42.41,Fair
0.556,-102.5,-82.24,-19.4,-10.0,-98.79,49.67,59.0,0,21.53,Poor
0.342,-97.62,-80.98,-17.29,-2.56,-99.93,44.64,54.0,1,35.17,Fair
0.292,-100.93,-82.11,-19.5,-4.1,-102.14,31.36,44.0,1,22.89,Poor
0.114,-80.69,-62.98,-18.49,13.38,-97.7,49.44,56.0,2,48.45,Fair
0.55,-98.39,-81.64,-18.01,5.44,-108.02,12.02,17.0,1,42.46,Fair
0.095,-88.21,-75.22,-12.15,0.78,-98.26,32.25,48.0,1,46.73,Fair
0.362,-89.38,-71.71,-17.79,3.53,-99.09,39.7,35.0,2,35.18,Fair
0.131,-89.24,-69.01,-19.5,1.45,-94.54,41.72,43.0,3,32.49,Poor
1.402,-105.94,-90.74,-16.12,-10.0,-99.05,24.45,,6,31.57,Poor
0.02,-73.75,-56.4,-16.69,14.6,-92.95,61.3,50.0,1,53.29,Fair
0.1,-92.18,-74.39,-18.93,3.97,-103.53,28.32,35.0,2,36.95,Fair
0.125,-91.46,-70.15,-19.5,5.31,-103.16,43.77,39.0,1,40.03,Fair
0.241,-93.45,-75.36,-16.46,10.93,-109.09,11.03,32.0,1,50.7,Fair
0.119,-82.01,-63.14,-17.76,0.97,-86.75,74.91,54.0,2,38.86,Fair
0.304,-92.31,-74.33,-15.53,-6.93,-91.69,77.4,70.0,2,29.95,Poor
0.927,-102.79,-86.26,-16.21,-6.1,-105.34,27.47,48.0,2,32.28,Poor
0.56,-107.02,-92.43,-14.69,-5.88,-105.59,3.68,21.0,3,23.92,Poor
0.39,-90.77,-73.63,-16.27,5.47,-102.83,26.97,44.0,3,51.34,Fair
0.042,-75.76,-56.58,-19.5,22.4,-101.32,35.07,42.0,1,54.39,Fair
0.533,-99.03,-80.66,-16.34,-4.19,-100.99,26.59,30.0,1,29.35,Poor
0.082,-77.84,-55.4,-19.5,16.28,-100.32,52.82,51.0,2,47.39,Fair
0.695,-95.86,-75.02,-19.5,8.4,-108.76,9.25,26.0,2,46.64,Fair
0.129,-81.69,-59.97,-19.5,9.73,-95.07,45.09,44.0,2,43.47,Fair
0.243,-92.73,-80.83,-9.92,-1.9,-97.09,46.79,41.0,3,43.61,Fair
0.194,-93.82,-71.08,-19.5,-9.36,-91.44,65.52,59.0,3,21.19,Poor
0.881,-98.95,-80.15,-19.5,-10.0,-93.67,49.44,48.0,1,21.73,Poor
0.061,-85.29,-66.07,-18.65,1.75,-93.33,54.35,51.0,4,36.68,Fair
0.375,-87.72,-67.03,-19.5,9.95,-106.4,18.58,25.0,1,45.85,Fair
0.069,-80.78,-62.72,-16.0,15.08,-103.06,26.53,37.0,2,52.15,Fair
0.549,-103.05,-88.26,-13.75,-2.64,-103.17,49.19,50.0,1,39.06,Fair
1.06,-109.44,-87.1,-19.5,-10.0,-100.33,19.56,27.0,4,19.72,Poor
0.257,-97.33,-81.63,-15.68,-10.0,-91.42,68.83,63.0,2,28.19,Poor
0.301,-93.05,-78.01,-17.38,-4.86,-92.55,81.12,61.0,0,27.27,Poor
1.18,-105.47,-88.18,-17.98,-6.21,-103.76,43.9,42.0,1,22.89,Poor
0.331,-99.37,-82.53,-15.57,-1.51,-105.82,22.34,32.0,1,32.99,Poor
0.301,-95.02,-77.01,-18.15,0.06,-97.25,52.59,47.0,3,34.66,Poor
0.389,-101.28,-83.58,-17.16,0.45,-105.41,17.53,35.0,4,37.75,Fair
0.526,-96.08,-74.04,-19.5,1.24,-101.88,49.11,38.0,0,35.87,Fair
0.051,-78.52,-59.14,-19.5,20.05,-101.44,44.29,47.0,2,58.86,Good
0.774,-103.3,-87.88,-17.2,-6.68,-99.62,37.99,36.0,1,25.94,Poor
0.257,-97.4,-81.56,-14.24,-5.76,-95.4,27.87,35.0,0,34.76,Poor
0.034,-76.03,-59.2,-17.12,20.05,-102.13,27.27,40.0,1,55.42,Good
0.694,-102.5,-85.65,-18.02,-10.0,-93.65,60.32,65.0,4,27.48,Poor
0.213,-89.33,-72.88,-17.09,6.5,-102.49,45.43,48.0,2,40.22,Fair
0.048,-77.06,-62.37,-14.51,26.98,-108.31,6.72,38.0,2,79.23,Excellent
0.452,-93.95,-75.08,-18.81,3.88,-103.34,42.72,,1,30.39,Poor
0.955,-105.54,-88.91,-15.7,-7.92,-104.44,23.79,30.0,1,31.27,Poor
0.984,-111.31,-96.17,-13.17,-10.0,-99.78,19.18,33.0,3,29.69,Poor
1.423,-103.11,-83.65,-18.84,-8.82,-98.41,54.36,46.0,5,19.83,Poor
0.91,-106.94,-86.39,-19.5,-10.0,-94.09,61.42,68.0,2,16.67,Poor
0.02,-74.87,-57.61,-18.36,14.98,-95.9,67.82,59.0,0,52.67,Fair
0.215,-90.87,-67.53,-19.5,-1.49,-94.94,53.69,56.0,3,30.03,Poor
0.768,-100.51,-75.86,-19.5,-9.57,-97.79,52.0,53.0,1,23.61,Poor
0.205,-92.41,-72.92,-19.5,10.1,-106.53,33.65,42.0,1,42.27,Fair
0.414,-98.52,-81.92,-16.5,-6.41,-98.28,47.88,61.0,1,28.16,Poor
0.419,-98.04,-79.23,-19.45,-10.0,-83.95,81.7,54.0,0,16.41,Poor
0.204,-84.58,-70.26,-14.6,10.16,-98.75,38.94,41.0,3,46.2,Fair
1.057,-104.5,-89.11,-15.06,-6.93,-103.65,22.51,39.0,4,30.4,Poor
0.315,-97.86,-84.91,-13.96,-4.29,-99.23,49.34,50.0,0,34.43,Poor
0.281,-96.84,-80.73,-15.47,-4.29,-97.7,54.13,57.0,3,31.87,Poor
2.699,-113.63,-99.33,-13.92,-10.0,-93.04,49.43,53.0,5,20.7,Poor
0.306,-92.79,-72.92,-19.28,10.06,-103.98,26.58,32.0,1,41.38,Fair
0.088,-81.09,-65.34,-14.31,8.56,-93.21,63.6,49.0,3,42.97,Fair
0.324,-93.74,-74.91,-18.77,0.05,-97.93,42.53,49.0,0,30.35,Poor
0.757,-104.96,-84.72,-19.5,-10.0,-100.42,52.42,63.0,2,15.24,Poor
0.675,-102.29,-80.78,-19.5,8.97,-113.55,13.87,34.0,1,39.84,Fair
0.699,-97.97,,-16.89,-7.47,-94.23,76.81,58.0,1,24.43,Poor
0.554,-103.47,-84.54,-19.5,-10.0,-97.59,67.08,55.0,2,18.39,Poor
0.132,-88.34,,-19.5,4.61,-98.47,29.73,30.0,4,41.99,Fair
0.891,-100.62,-78.81,-19.5,-2.74,-100.06,51.37,45.0,2,31.28,Poor
1.008,-100.57,-80.22,-19.5,-3.72,-107.01,19.14,42.0,0,32.2,Poor
0.097,-84.61,-62.7,-19.5,-2.94,-90.24,72.78,68.0,2,30.33,Poor
0.063,-81.76,-68.75,-12.68,23.74,-110.06,7.01,17.0,1,66.94,Good
1.671,-113.75,-97.75,-15.06,-10.0,-100.0,29.31,47.0,3,26.19,Poor
0.912,-101.11,-80.01,-19.5,-9.86,-96.65,26.09,35.0,3,30.58,Poor
1.007,-98.79,-79.05,-19.5,-4.79,-95.58,42.64,58.0,1,25.24,Poor
0.979,-93.56,-75.94,-19.5,3.5,-102.43,20.42,32.0,3,36.87,Fair
0.351,-93.39,-76.81,-16.93,7.64,-106.68,20.93,33.0,3,53.56,Fair
0.468,-97.62,-77.26,-19.18,-3.41,-99.89,43.1,49.0,2,33.13,Poor
0.355,-98.7,-86.64,-12.87,-6.06,-99.05,42.4,43.0,1,43.75,Fair
0.024,-79.35,-58.98,-19.5,3.41,-85.66,82.3,77.0,0,38.77,Fair
0.616,-99.1,-80.82,-16.96,-2.05,-99.11,42.97,43.0,1,31.45,Poor
0.317,-84.64,-68.11,-17.75,5.68,-95.89,59.01,55.0,1,35.41,Fair
0.469,-92.37,-72.86,-19.5,-8.1,-91.31,56.44,63.0,0,29.44,Poor
0.314,-89.51,-72.67,-15.92,10.08,-102.73,16.55,41.0,1,52.28,Fair
0.305,-92.72,-74.63,-17.72,-1.51,-96.5,72.38,67.0,1,33.45,Poor
0.085,-81.23,-63.37,-18.74,18.46,-105.57,10.16,25.0,0,54.61,Fair
0.147,-97.1,-76.87,-19.5,-10.0,-91.79,78.59,76.0,0,17.07,Poor
0.078,-78.89,-60.41,-19.5,2.78,-87.55,56.65,52.0,4,39.85,Fair
0.098,-86.23,-73.96,-14.04,15.62,-105.15,21.13,26.0,0,57.26,Good
1.625,-111.03,-97.21,-13.09,-10.0,-95.85,52.33,49.0,1,34.08,Poor
0.075,-82.88,-68.14,-14.71,12.43,-100.32,26.01,33.0,0,53.29,Fair
0.141,-88.48,-69.11,-17.29,-7.01,-92.38,52.95,48.0,1,31.52,Poor
0.402,-98.97,-79.3,-18.87,-0.17,-104.19,15.8,27.0,3,32.61,Poor
0.424,-96.51,-73.5,-19.5,-3.9,-100.07,32.41,41.0,1,23.07,Poor
0.075,-83.88,-68.92,-13.13,15.06,-102.14,18.37,40.0,2,60.71,Good
0.71,-100.64,-78.71,-19.5,-0.8,-103.4,25.56,39.0,1,35.47,Fair
0.692,-106.76,-94.58,-12.5,-5.85,-104.42,23.42,33.0,4,34.58,Poor
0.122,-86.65,-68.59,-19.14,8.4,-99.18,33.35,44.0,0,40.05,Fair
0.153,-92.15,-73.42,-17.36,8.74,-103.07,18.85,30.0,5,49.97,Fair
1.251,-108.52,-89.79,-19.5,-7.76,-106.93,10.4,33.0,2,30.0,Poor
0.786,-101.35,-84.28,-17.77,-10.0,-93.11,60.57,42.0,2,22.54,Poor
0.538,-105.06,-86.7,-18.6,-10.0,-90.19,63.56,57.0,2,19.38,Poor
0.039,-79.25,-64.95,-13.79,17.39,-101.74,35.28,57.0,1,61.0,Good
0.244,-89.5,-68.9,-19.5,6.0,-102.69,48.71,42.0,3,38.99,Fair
0.369,-101.01,-82.26,-19.24,-10.0,-92.15,76.5,60.0,3,18.58,Poor
0.093,-76.39,-57.3,-17.49,21.44,-100.32,29.01,41.0,3,48.2,Fair
0.268,-87.76,-70.6,-18.03,12.4,-104.29,24.48,35.0,1,55.26,Good
0.413,-98.33,-81.31,-14.54,-6.16,-97.8,50.47,41.0,3,31.62,Poor
0.178,-92.23,-72.65,-19.5,4.19,-101.92,39.46,63.0,1,28.19,Poor
0.683,-99.9,-77.13,-19.5,-10.0,-94.09,57.84,42.0,2,21.89,Poor
0.826,-108.14,-94.32,-13.09,-10.0,-92.55,61.03,54.0,4,19.88,Poor
0.176,-96.97,-83.3,-12.04,2.11,-103.94,27.11,39.0,3,47.26,Fair
0.821,-104.13,-85.34,-18.88,-10.0,-96.98,44.75,45.0,3,24.42,Poor
0.049,-78.55,-61.55,-15.96,12.77,-93.64,47.81,58.0,2,51.69,Fair
0.818,-101.89,-83.52,-19.36,-6.05,-103.22,35.9,36.0,4,25.67,Poor
0.075,-84.03,-66.1,-18.0,-0.15,-95.64,59.51,34.0,2,37.41,Fair
0.039,-70.94,-51.07,-19.5,30.0,-102.89,27.09,38.0,0,61.83,Good
0.462,-103.29,-86.15,-17.79,,-92.74,71.33,52.0,1,20.3,Poor
0.287,-97.75,-83.38,-15.51,3.66,-103.39,30.8,39.0,2,38.87,Fair
1.073,-102.67,-87.04,-15.52,-10.0,-87.85,81.72,61.0,3,18.35,Poor
0.203,-94.84,-77.32,-16.0,10.63,-106.61,14.64,29.0,1,44.88,Fair
0.152,-92.51,-78.28,-13.12,-10.0,-86.0,82.41,71.0,3,32.11,Poor
0.313,-93.43,-75.54,-18.62,-3.84,-95.62,56.77,57.0,2,33.96,Poor
0.274,-97.0,-78.82,-18.4,-6.41,-98.12,55.68,53.0,2,24.83,Poor
0.19,-90.15,-73.23,-17.63,8.87,-103.58,22.3,35.0,0,50.92,Fair
0.532,-101.34,-82.71,-18.77,-10.0,-88.5,64.8,51.0,1,23.11,Poor
0.641,-103.6,-90.45,-13.9,-9.53,-98.07,44.72,48.0,3,25.4,Poor
0.863,-111.14,-96.0,-15.15,-10.0,-90.86,71.84,58.0,6,17.62,Poor
1.623,-107.65,-93.08,-15.82,-10.0,-92.31,54.06,47.0,5,23.35,Poor
0.14,-91.95,-71.31,-19.5,13.91,-109.77,12.25,23.0,1,45.83,Fair
0.567,-99.75,-74.84,-19.5,-10.0,-87.11,86.15,92.0,0,19.67,Poor
0.226,-93.15,-77.8,-14.92,13.89,-109.58,4.4,26.0,0,52.56,Fair
0.509,-98.97,-81.68,-17.51,0.2,-103.63,39.89,33.0,3,32.2,Poor
0.291,-93.9,-77.98,-14.03,9.59,-108.34,6.8,25.0,3,53.52,Fair
2.285,-110.41,-91.75,-18.65,-10.0,-98.16,44.69,48.0,4,16.93,Poor
0.587,-102.3,-86.13,-16.22,-5.17,-100.81,57.84,,1,29.11,Poor
1.371,-101.78,-82.93,-18.54,-1.53,-102.35,55.2,56.0,1,32.19,Poor
0.811,-109.58,-89.58,-19.5,-10.0,-92.55,77.74,64.0,2,11.67,Poor
1.049,-105.33,-91.01,-13.47,-10.0,-100.82,31.1,44.0,5,31.73,Poor
0.758,-98.26,-79.44,-18.07,-4.23,-100.88,37.2,42.0,3,34.29,Poor
0.277,-90.96,-78.34,-13.92,-10.0,-85.06,79.97,74.0,1,19.28,Poor
0.131,-90.28,-73.05,-18.31,0.84,-95.33,59.27,59.0,2,33.08,Poor
0.208,-93.64,-76.61,-16.3,3.09,-99.28,44.07,47.0,1,43.18,Fair
0.02,-74.47,-57.16,-18.43,26.48,-105.1,17.73,27.0,1,68.13,Good
0.334,-92.11,-75.04,-17.94,-3.24,-96.78,42.69,51.0,0,35.54,Fair
0.316,-96.99,-80.48,-16.91,0.77,-101.97,39.48,48.0,2,36.92,Fair
0.335,-93.51,-76.31,-18.2,0.19,-99.43,34.56,,0,46.15,Fair
1.643,-107.26,-88.55,-18.22,-10.0,-102.53,22.36,30.0,4,33.55,Poor
1.091,-95.29,-76.49,-18.5,-4.59,-99.17,49.91,55.0,5,23.21,Poor
0.079,-80.85,-62.5,-17.97,8.16,-94.86,47.49,56.0,0,49.31,Fair
0.207,-93.61,-77.33,-17.17,-6.98,-91.11,65.7,62.0,3,13.83,Poor
0.248,-97.77,-76.53,-19.5,0.48,-104.93,5.61,18.0,0,37.31,Fair
0.201,-91.22,-68.64,-19.5,-3.96,-94.2,54.02,51.0,3,27.64,Poor
0.721,-101.65,-87.51,-12.72,-8.24,-95.93,38.76,39.0,1,31.86,Poor
0.334,-103.35,-84.85,-18.96,-6.89,-100.82,28.27,51.0,0,31.56,Poor
0.382,-98.52,-81.92,-16.82,0.55,-102.44,49.41,46.0,2,42.16,Fair
0.863,-101.54,-80.76,-19.5,-5.96,-98.56,68.67,51.0,0,29.65,Poor
0.738,-103.5,-85.54,-18.95,-10.0,-92.7,65.43,47.0,1,16.3,Poor
0.064,-76.36,-58.2,-16.86,25.62,-101.61,18.09,32.0,2,65.82,Good
0.563,-105.26,-85.78,-18.8,-2.56,-106.55,29.78,41.0,3,28.34,Poor
0.257,-89.53,-72.43,-15.77,3.06,-98.41,42.47,43.0,0,42.5,Fair
0.157,-84.32,-61.29,-19.5,13.16,-103.8,10.95,24.0,0,44.29,Fair
0.023,-67.81,-48.28,-18.09,30.0,-103.25,39.27,51.0,1,68.21,Good
0.301,-99.85,-79.06,-19.5,-1.31,-103.73,27.09,33.0,4,33.23,Poor
0.198,-88.7,-71.36,-16.61,5.61,-96.56,48.36,45.0,2,45.63,Fair
0.13,-89.04,-71.41,-16.42,10.83,-103.0,42.69,49.0,2,42.22,Fair
0.534,-104.19,-83.75,-19.5,-6.91,-103.0,13.11,36.0,1,22.67,Poor
0.66,-102.06,-81.93,-18.38,-2.5,-106.14,13.71,20.0,0,32.78,Poor
0.126,-89.72,-75.47,-15.62,9.06,-104.18,24.43,37.0,0,46.5,Fair
0.023,-67.86,-49.47,-18.16,30.0,-106.35,33.37,34.0,4,68.25,Good
0.85,-100.55,-81.12,-18.5,-9.49,-100.08,37.22,46.0,3,26.04,Poor
0.02,-75.05,-57.45,-19.39,20.18,-99.31,53.79,56.0,2,58.36,Good
1.245,-108.81,,-19.44,-10.0,-88.81,71.72,77.0,3,18.21,Poor
0.445,-98.5,-80.76,-19.5,-8.63,-96.0,52.15,50.0,2,25.48,Poor
0.175,-89.19,-77.93,-9.22,,-102.77,43.62,55.0,3,49.82,Fair
0.127,-82.14,-68.07,-13.05,16.86,-103.86,36.91,39.0,1,61.61,Good
0.02,-67.68,-46.76,-19.5,23.76,-98.28,47.69,49.0,2,60.12,Good
0.121,-85.51,-68.24,-18.03,5.45,-97.24,43.7,51.0,1,45.94,Fair
0.067,-81.65,-63.08,-19.5,4.8,-92.27,61.58,58.0,1,31.53,Poor
0.426,-103.71,-85.72,-17.34,1.68,-108.36,25.14,34.0,5,38.7,Fair
0.082,-77.21,-61.69,-15.34,7.19,-90.26,82.87,72.0,4,41.93,Fair
0.338,-96.4,-79.81,-16.23,5.85,-109.46,14.47,28.0,1,44.35,Fair
0.401,-89.87,-70.89,-18.98,-0.28,-96.48,41.92,37.0,3,35.9,Fair
0.159,-87.31,-68.02,-19.5,12.13,-100.78,38.18,42.0,0,41.82,Fair
0.02,-62.34,-40.0,-19.5,29.74,-98.33,55.29,45.0,2,68.08,Good
0.02,-68.02,-51.45,-15.83,25.35,-99.9,22.47,35.0,0,75.63,Excellent
0.02,-76.17,-53.16,-19.5,20.65,-101.25,26.74,34.0,2,58.67,Good
0.605,-102.1,-86.68,-16.4,-4.84,-104.56,22.41,32.0,2,36.55,Fair
0.172,-89.45,-69.98,-19.5,13.01,-105.3,25.56,40.0,2,45.4,Fair
0.716,-104.61,-86.07,-18.67,1.17,-111.19,21.01,34.0,2,36.42,Fair
0.254,-93.65,-76.03,-17.11,10.96,-108.3,10.95,23.0,2,51.99,Fair
0.271,-98.17,-80.19,-18.16,2.69,-105.83,20.0,26.0,0,41.5,Fair
0.324,-94.21,-78.07,-14.62,-10.0,-87.59,76.16,78.0,2,18.81,Poor
0.562,-98.06,-77.35,-19.5,2.09,-105.76,32.19,46.0,1,33.69,Poor
0.144,-91.23,-75.76,-14.99,6.62,-103.85,20.07,28.0,2,48.45,Fair
0.058,-71.71,-52.75,-17.48,,-92.65,61.32,62.0,4,50.2,Fair
0.365,-95.03,-74.76,-19.5,2.45,-99.98,44.55,37.0,1,35.58,Fair
0.178,-92.33,-70.18,-19.5,-1.52,-95.59,57.99,,0,31.09,Poor
0.263,-98.95,-78.03,-19.5,-8.71,-94.85,55.38,56.0,5,24.65,Poor
0.469,-97.19,-77.48,-19.42,-0.52,-102.2,32.87,41.0,2,34.61,Poor
0.307,-94.8,-78.72,-16.69,-10.0,-85.13,74.81,71.0,2,18.83,Poor
0.436,-93.67,-78.03,-14.53,-10.0,-87.07,77.47,62.0,2,25.78,Poor
0.354,-95.57,-80.98,-14.99,1.98,-100.92,31.67,26.0,1,41.38,Fair
0.606,-104.44,-90.14,-13.87,-8.32,-98.05,47.88,42.0,2,33.59,Poor
0.551,-92.15,-74.16,-17.91,4.94,-101.97,22.57,34.0,2,43.53,Fair
0.344,-93.01,-77.19,-14.74,4.02,-100.61,38.3,43.0,1,43.94,Fair
0.511,-99.21,-77.61,-19.5,-0.37,-105.84,30.67,33.0,2,29.95,Poor
0.931,-102.73,-86.46,-15.63,-10.0,-90.68,70.63,70.0,1,21.92,Poor
0.255,-90.26,-71.98,-17.55,6.97,-99.91,44.89,48.0,2,41.87,Fair
0.24,-97.34,-80.13,-17.42,3.94,-102.28,27.22,37.0,4,37.89,Fair
0.65,-99.64,-85.86,-13.93,-4.15,-102.9,32.92,40.0,3,37.78,Fair
0.393,-97.71,-76.44,-19.5,-4.67,-99.16,54.83,55.0,2,21.75,Poor
0.033,-72.64,-52.55,-19.5,21.53,-100.37,12.6,23.0,1,54.51,Fair
1.002,-106.99,-86.56,-19.5,-10.0,-101.56,44.34,42.0,3,17.34,Poor
0.02,-72.86,-53.08,-19.25,28.38,-107.69,3.82,19.0,2,65.9,Good
0.621,-93.22,-77.5,-18.0,-0.46,-97.73,36.34,47.0,5,27.16,Poor
0.64,-95.21,-79.43,-16.84,-9.24,-88.0,82.94,75.0,2,23.41,Poor
1.377,-119.97,-100.61,-19.5,-10.0,-98.9,29.3,35.0,0,14.27,Poor
0.025,-67.69,-45.06,-19.5,22.7,-94.56,54.45,58.0,0,57.36,Good
0.409,-96.55,-77.39,-19.46,,-105.84,44.82,38.0,2,32.22,Poor
0.251,-94.87,-73.93,-19.5,6.21,-103.43,42.02,45.0,1,37.13,Fair
0.181,-93.21,-76.79,-15.79,-0.68,-96.52,52.24,45.0,1,32.65,Poor
0.043,-80.59,-59.29,-19.5,11.93,-97.57,62.71,60.0,3,45.5,Fair
0.372,-98.16,-81.42,-18.59,-7.12,-95.1,54.05,61.0,3,29.58,Poor
0.293,-97.89,-79.17,-18.52,-8.07,-94.96,36.38,42.0,1,29.66,Poor
0.05,-83.52,-66.62,-17.13,16.81,-106.0,10.26,30.0,2,52.83,Fair
0.427,-100.78,-80.11,-19.5,-4.34,-99.96,37.91,45.0,2,28.62,Poor
0.603,-98.32,-77.61,-19.26,-10.0,-92.03,55.69,59.0,0,21.09,Poor
0.656,-100.15,-86.58,-15.05,-10.0,-94.68,43.67,52.0,4,21.82,Poor
1.061,-102.3,-80.32,-19.5,-10.0,-93.66,56.49,44.0,3,24.79,Poor
0.237,-91.8,-66.67,-19.5,4.23,-100.91,41.7,44.0,1,39.22,Fair
1.377,-112.01,-95.08,-17.4,-10.0,-105.66,18.97,35.0,5,29.25,Poor
0.903,-101.14,-83.52,-17.26,-0.04,-107.69,17.26,28.0,2,40.09,Fair
0.158,-92.06,-70.34,-19.5,0.85,-97.58,53.98,48.0,2,34.18,Poor
0.078,-79.37,-61.17,-17.78,18.74,-102.85,20.27,27.0,1,56.93,Good
0.257,-96.9,-78.92,-18.11,-10.0,-93.01,61.06,53.0,2,22.24,Poor
0.231,-94.07,-70.38,-19.5,-1.74,-97.39,49.4,50.0,4,29.21,Poor
0.386,-97.2,-83.26,-11.02,-4.73,-99.4,37.61,36.0,2,43.15,Fair
0.394,-93.23,-77.6,-14.22,-2.66,-98.37,38.08,46.0,0,35.32,Fair
0.624,-99.21,-79.96,-19.5,-0.82,-105.87,16.96,25.0,1,33.73,Poor
0.321,-94.07,-80.93,-14.57,3.12,-104.06,21.08,28.0,1,42.94,Fair
0.05,-70.58,-53.7,-17.45,21.44,-95.97,48.19,45.0,2,63.25,Good
0.879,-110.24,-93.39,-17.29,,-104.81,28.83,39.0,2,23.88,Poor
0.167,-92.65,-71.77,-19.5,3.26,-97.88,41.17,51.0,1,39.2,Fair
1.598,-112.4,-92.32,-19.05,-8.7,-102.28,56.37,58.0,4,20.75,Poor
0.056,-86.27,-73.32,-12.79,4.69,-96.99,49.68,54.0,1,51.43,Fair
1.429,-109.99,-94.07,-16.29,-5.18,-106.9,18.77,36.0,6,31.49,Poor
0.043,-74.11,-58.18,-16.9,26.97,-103.79,54.52,58.0,2,60.62,Good
0.118,-87.89,-70.54,-18.21,7.26,-101.18,29.94,32.0,3,39.55,Fair
0.021,-72.36,-57.65,-14.0,30.0,-108.84,8.45,21.0,2,68.82,Good
0.55,-105.71,-86.35,-19.5,-1.95,-107.76,25.55,25.0,3,32.35,Poor
0.855,-105.83,-89.91,-16.55,-10.0,-91.04,68.23,51.0,6,15.94,Poor
0.256,-94.05,-74.29,-19.5,5.43,-105.47,28.93,37.0,2,35.53,Fair
1.187,-102.93,-84.94,-17.54,-9.31,-98.11,49.57,42.0,2,24.68,Poor
0.402,-102.8,-87.72,-14.03,-10.0,-94.13,48.24,59.0,2,22.71,Poor
0.447,-98.85,-76.69,-19.5,-8.64,-97.54,45.13,41.0,4,21.45,Poor
0.84,-98.15,-75.9,-19.5,-7.97,-96.75,65.13,59.0,5,21.11,Poor
0.158,-89.83,-70.96,-19.5,13.18,-105.54,12.35,24.0,2,52.66,Fair
0.197,-98.39,-81.11,-18.57,-4.04,-98.21,31.98,39.0,3,34.84,Poor
